"program","program","sku","name","color_presentation","price","pdp_url","short_description","description","pdp_url","size","fit_presentation"
"Stretch Washed Chinos","Stretch Washed Chinos","15175-GY431-38X28","Stretch Washed Chinos","Asphalts",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","38X28","Tailored"
"Jetsetter Core Suit Jacket","Jetsetter Core Suit Jacket","18476-BL895-44R","Jetsetter Stretch Wool Suit Jacket","Navy",350,"https://bonobos.com/products/jetsetter-stretch-wool-suit-jacket",,"What happens when first-class comfort meets a world-class fit? Something incredible. Something we like to call ""The Jetsetter."" It's a versatile four-season wool suit with a hint of stretch, and a signature passport pocket inside the jacket. It will keep its razor-sharp silhouette whenever you need it, and bounce back from whatever comes your way. At this price, it is an ideal ""first suit"" for those just starting out, but it's equally appropriate for the experienced sartorialist. Whether it's a long flight overseas, or simply a busy week at the office, the Jetsetter will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose suit that can recover and perform after just about anything.","https://bonobos.com/products/jetsetter-stretch-wool-suit-jacket","44R","Athletic"
"Travel Jeans","Travel Jeans","20068-WT025-34X34","Travel Jeans","South Beach White",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","34X34","Athletic"
"Travel Jeans","Travel Jeans","20065-GYM60-34X28","Travel Jeans","Austin Asphalt",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","34X28","Slim"
"The Blue Jean","The Blue Jean","19512-BMC90-34X36","The Blue Jean","Geneva Flat Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","34X36","Straight"
"Washed Chinos","Washed Chinos","11598-KH004-34X34","Washed Chinos","The Khakis",48,"https://bonobos.com/products/washed-chinos","Our original better-fitting chinos in a range of colors.","The pants Bonobos was built on, we designed these chinos to fit great and to do it all. Their curved waistband conforms to the natural shape of your waist, and their trimmer cut makes for a more flattering silhouette. You can dress them up, you can dress them down, and damn, do they come in some amazing colors.","https://bonobos.com/products/washed-chinos","34X34","Straight"
"Stretch Washed Chinos","Stretch Washed Chinos","17408-OL001-30X28","Stretch Washed Chinos","Congos",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","30X28","Athletic"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-BLT27-31X30","Stretch Washed Chinos","Evening Shades",68,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","31X30","Slim"
"Stretch Washed Chinos","Stretch Washed Chinos","14870-BLQ53-32X30","Stretch Washed Chinos","After Midnights",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","32X30","Slim"
"Stretch Chino Solid Liner","Stretch Chino Solid Liner","18772-KH099-33X30","Stretch Washed Chinos","Millstones",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","33X30","Tailored"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18773-GR998-36X32","Stretch Washed Chinos","Congos",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","36X32","Athletic"
"Tuxedo Shirt","Tuxedo Shirt","16055-WT257-14.5X32","Tuxedo Shirt","White Pleated",168,"https://bonobos.com/products/tuxedo-shirt","Luxe Italian fabric. Impeccable details. Cut to an elegant fit.","We've always felt that you shouldn't have to go to a tailor for a great dress shirt, and for us, the Americano is proof. The most luxurious dress shirt we offer, it starts with premium cotton fabric from one of Italy's most celebrated mills. We cut and stitch the cloth to a crisp, elegant fit, and finish it with mother-of-pearl-buttons, double knife pleats, and a split-back yoke. The Americano will pair wonderfully with your favorite suit and tie, but it can go just as well with a great pair of selvage denim or chinos.","https://bonobos.com/products/tuxedo-shirt","14.5X32","Standard"
"Summer Weight Chinos","Summer Weight Chinos","20123-WT371-34X34","Summer Weight Chinos","White",48,"https://bonobos.com/products/summer-weight-chinos","The lightest version of our signature chinos. Cool, breathable cotton.","Cool, crisp, and breathable in the heat, the Summer Weight Chinos bring a lighter fabric weight to your favorite class of pant. They can do everything our great-fitting Washed Chinos can do, but they do it . . . well, a little bit cooler. From May picnics to July barbecues to hot August nights at rooftop parties, these are the chinos you can wear starting the first sunny days of spring, right on through until Indian summer. Yep. Pretty cool.","https://bonobos.com/products/summer-weight-chinos","34X34","Athletic"
"Summer Weight Jeans","Summer Weight Jeans","18082-BLF95-29X32","Summer Weight Jeans","Medium Wash",88,"https://bonobos.com/products/summer-weight-jeans","A lighter stretch denim for warmer climates.","With its casual look and broken-in feel, denim has always been an old favorite. But it can be a little heavy for warmer weather. So what's the solution? Summer Weight Jeans. Everything you love about denim in a lighter weight to keep you cool.","https://bonobos.com/products/summer-weight-jeans","29X32","Athletic"
"DG - Basic","DG - Basic","16047-BLF23-16X34","Daily Grind Wrinkle Free Dress Shirt","Blue Gingham",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","16X34","Slim"
"Travel Jeans","Travel Jeans","20066-GYM71-31X30","Travel Jeans","La Grey",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","31X30","Straight"
"Travel Jeans","Travel Jeans","20066-RD710-32X30","Travel Jeans","Charleston Crimson",68,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","32X30","Straight"
"Travel Jeans","Travel Jeans","20067-BMC98-32X34","Travel Jeans","Memphis Blues",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","32X34","Tailored"
"The Blue Jean","The Blue Jean","19511-BLJ89-32X34","The Blue Jean","Superior Dark Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","32X34","Slim"
"Fashion Unconstructed Blazer","Fashion Unconstructed Blazer","22868-RD713-40L","Unconstructed Italian Wool Blazer","Fellini Red Plaid",450,"https://bonobos.com/products/unconstructed-italian-wool-blazer",,"Head to a piazza in any major Italian city, and you’re likely to encounter “sprezzatura,” the art of effortless style. That same sense of casual elegance was the inspiration behind this season’s unconstructed blazers. Crafted from Italian fabrics, and featuring a more relaxed, “unconstructed” design, they’re the type of blazers you can throw on over anything for an instant dose of casual cool – which, we’ve been told, goes perfectly with a shot of espresso.","https://bonobos.com/products/unconstructed-italian-wool-blazer","40L","Slim"
